Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,P,F,M,P_score,F_score,M_score,PFM_score,Segment (EN),Segment_Group
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,Yes,4,Debit Card,quarterly,4,2,86,5,2,5,525,Active Regulars,Potential & Promising
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,Yes,38,PayPal,weekly,38,1,43,2,3,2,232,Dormant Shoppers,Hibernating & Lost
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Store Pickup,Yes,Yes,42,Bank Transfer,weekly,42,1,29,1,3,1,131,Lost Shoppers,Hibernating & Lost
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,Yes,30,Venmo,annually,30,3,95,3,1,5,315,Active Regulars,Potential & Promising
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,weekly,50,1,28,1,3,1,131,Lost Shoppers,Hibernating & Lost
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,Yes,45,PayPal,weekly,45,1,46,1,3,2,132,Dormant Shoppers,Hibernating & Lost
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,Credit Card,fortnightly,33,1,58,2,3,3,233,Dormant Shoppers,Hibernating & Lost
144,30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,Yes,Store Pickup,Yes,Yes,25,PayPal,quarterly,25,2,48,3,2,2,322,Dormant Shoppers,Hibernating & Lost
145,19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,Yes,Express,Yes,Yes,25,Cash,monthly,25,2,43,3,2,2,322,Dormant Shoppers,Hibernating & Lost
146,24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,Yes,44,Debit Card,quarterly,44,2,95,1,2,5,125,At Risk (Strong),Hibernating & Lost
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4,Yes,Standard,Yes,Yes,21,Venmo,fortnightly,21,1,30,3,3,1,331,At Risk,Hibernating & Lost
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,31,Bank Transfer,fortnightly,31,1,64,2,3,3,233,Dormant Shoppers,Hibernating & Lost
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,Yes,47,Debit Card,annually,47,3,90,1,1,5,115,High-Value At Risk,High Risk & Need Attention
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,Yes,14,PayPal,monthly,14,2,76,4,2,4,424,Active Regulars,Potential & Promising
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,Yes,17,Debit Card,every 3 months,17,2,96,4,2,5,425,Active Regulars,Potential & Promising
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,Yes,3,Venmo,annually,3,3,47,5,1,2,512,New Shoppers,Potential & Promising
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,Yes,42,Venmo,annually,42,3,85,1,1,5,115,High-Value At Risk,High Risk & Need Attention
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,Yes,22,Debit Card,annually,22,3,55,3,1,3,313,Active Regulars,Potential & Promising
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,Yes,21,Venmo,quarterly,21,2,98,3,2,5,325,Needs Engagement,High Risk & Need Attention
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Free Shipping,Yes,Yes,21,Bank Transfer,quarterly,21,2,77,3,2,4,324,Needs Engagement,High Risk & Need Attention
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4,Yes,Standard,Yes,Yes,40,Debit Card,annually,40,3,26,2,1,1,211,Dormant Shoppers,Hibernating & Lost
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3,Yes,Next Day Air,Yes,Yes,1,Bank Transfer,fortnightly,1,1,68,5,3,3,533,Potential Loyal,Potential & Promising
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,Yes,Yes,50,Bank Transfer,monthly,50,2,73,1,2,4,124,At Risk (Strong),Hibernating & Lost
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,every 3 months,39,2,27,2,2,1,221,At Risk,Hibernating & Lost
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,Yes,Yes,34,Venmo,monthly,34,2,23,2,2,1,221,At Risk,Hibernating & Lost
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3,Yes,Express,Yes,Yes,29,Venmo,fortnightly,29,1,49,3,3,2,332,Dormant Shoppers,Hibernating & Lost
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3,Yes,Store Pickup,Yes,Yes,31,PayPal,bi-weekly,31,1,74,2,3,4,234,At Risk (Strong),Hibernating & Lost
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,Yes,8,Debit Card,weekly,8,1,67,5,3,3,533,Potential Loyal,Potential & Promising
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,Yes,5,Credit Card,fortnightly,5,1,65,5,3,3,533,Potential Loyal,Potential & Promising
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,Yes,7,Cash,monthly,7,2,60,5,2,3,523,Active Regulars,Potential & Promising
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4,Yes,Store Pickup,Yes,Yes,30,Cash,monthly,30,2,31,3,2,1,321,At Risk,Hibernating & Lost
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4,Yes,Express,Yes,Yes,14,Credit Card,every 3 months,14,2,27,4,2,1,421,New Shoppers,Potential & Promising
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3,Yes,Express,Yes,Yes,5,Cash,fortnightly,5,1,80,5,3,4,534,Needs Engagement,High Risk & Need Attention
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,Yes,3,PayPal,every 3 months,3,2,30,5,2,1,521,Active Regulars,Potential & Promising
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,Yes,46,Venmo,bi-weekly,46,1,25,1,3,1,131,Lost Shoppers,Hibernating & Lost
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4,Credit Card,weekly,4,1,35,5,3,1,531,Potential Loyal,Potential & Promising
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42,Credit Card,bi-weekly,42,1,67,1,3,3,133,At Risk (Strong),Hibernating & Lost
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30,Cash,annually,30,3,46,3,1,2,312,At Risk,Hibernating & Lost
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,Yes,37,Venmo,annually,37,3,35,2,1,1,211,Dormant Shoppers,Hibernating & Lost
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,annually,2,3,86,5,1,5,515,Active Regulars,Potential & Promising
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,Yes,30,Credit Card,quarterly,30,2,81,3,2,4,324,Needs Engagement,High Risk & Need Attention
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,monthly,47,2,42,1,2,2,122,Dormant Shoppers,Hibernating & Lost
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,quarterly,21,2,43,3,2,2,322,Dormant Shoppers,Hibernating & Lost
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,fortnightly,9,1,31,5,3,1,531,Potential Loyal,Potential & Promising
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,12,Debit Card,fortnightly,12,1,81,4,3,4,434,Needs Engagement,High Risk & Need Attention
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,weekly,4,1,61,5,3,3,533,Potential Loyal,Potential & Promising
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,Debit Card,annually,10,3,96,5,1,5,515,Active Regulars,Potential & Promising
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,weekly,26,1,29,3,3,1,331,At Risk,Hibernating & Lost
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3,Yes,Express,Yes,Yes,40,Cash,fortnightly,40,1,33,2,3,1,231,At Risk,Hibernating & Lost
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34,Bank Transfer,fortnightly,34,1,32,2,3,1,231,At Risk,Hibernating & Lost
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31,Debit Card,annually,31,3,56,2,1,3,213,At Risk,Hibernating & Lost
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,bi-weekly,1,1,94,5,3,5,535,Needs Engagement,High Risk & Need Attention
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,bi-weekly,5,1,53,5,3,3,533,Potential Loyal,Potential & Promising
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,weekly,4,1,82,5,3,4,534,Needs Engagement,High Risk & Need Attention
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3,Yes,Free Shipping,Yes,Yes,48,Venmo,quarterly,48,2,70,1,2,4,124,At Risk (Strong),Hibernating & Lost
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,every 3 months,29,2,76,3,2,4,324,Needs Engagement,High Risk & Need Attention
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12,PayPal,bi-weekly,12,1,29,4,3,1,431,Potential Loyal,Potential & Promising
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3,Yes,Standard,Yes,Yes,29,Venmo,annually,29,3,100,3,1,5,315,Active Regulars,Potential & Promising
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,15,Debit Card,quarterly,15,2,94,4,2,5,425,Active Regulars,Potential & Promising
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,monthly,34,2,25,2,2,1,221,At Risk,Hibernating & Lost
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,fortnightly,41,1,88,1,3,5,135,At Risk (Strong),Hibernating & Lost
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,monthly,41,2,78,1,2,4,124,At Risk (Strong),Hibernating & Lost
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,fortnightly,39,1,45,2,3,2,232,Dormant Shoppers,Hibernating & Lost
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32,Cash,weekly,32,1,73,2,3,4,234,At Risk (Strong),Hibernating & Lost
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,monthly,29,2,61,3,2,3,323,Potential Loyal,Potential & Promising
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,annually,15,3,22,4,1,1,411,New Shoppers,Potential & Promising
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33,Venmo,annually,33,3,38,2,1,2,212,Dormant Shoppers,Hibernating & Lost
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,weekly,18,1,38,4,3,2,432,Potential Loyal,Potential & Promising
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4,Yes,Store Pickup,Yes,Yes,35,Cash,bi-weekly,35,1,100,2,3,5,235,At Risk (Strong),Hibernating & Lost
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3,Yes,Standard,Yes,Yes,25,PayPal,weekly,25,1,64,3,3,3,333,Potential Loyal,Potential & Promising
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,fortnightly,6,1,55,5,3,3,533,Potential Loyal,Potential & Promising
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,bi-weekly,17,1,91,4,3,5,435,Loyal Buyers,Champions & Loyal
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,monthly,17,2,38,4,2,2,422,New Shoppers,Potential & Promising
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,every 3 months,44,2,97,1,2,5,125,At Risk (Strong),Hibernating & Lost
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3,Yes,2-Day Shipping,Yes,Yes,6,PayPal,fortnightly,6,1,22,5,3,1,531,Potential Loyal,Potential & Promising
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,fortnightly,45,1,92,1,3,5,135,At Risk (Strong),Hibernating & Lost
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,Yes,7,Debit Card,annually,7,3,84,5,1,4,514,Active Regulars,Potential & Promising
214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Debit Card,every 3 months,11,2,93,4,2,5,425,Active Regulars,Potential & Promising
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,every 3 months,41,2,50,1,2,2,122,Dormant Shoppers,Hibernating & Lost
216,62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24,PayPal,bi-weekly,24,1,64,3,3,3,333,Potential Loyal,Potential & Promising
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,weekly,21,1,61,3,3,3,333,Potential Loyal,Potential & Promising
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,annually,24,3,48,3,1,2,312,At Risk,Hibernating & Lost
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8,Credit Card,quarterly,8,2,45,5,2,2,522,Active Regulars,Potential & Promising
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3,Yes,Free Shipping,Yes,Yes,12,Cash,fortnightly,12,1,88,4,3,5,435,Loyal Buyers,Champions & Loyal
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48,Debit Card,fortnightly,48,1,57,1,3,3,133,At Risk (Strong),Hibernating & Lost
222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,quarterly,6,2,68,5,2,3,523,Active Regulars,Potential & Promising
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14,PayPal,fortnightly,14,1,94,4,3,5,435,Loyal Buyers,Champions & Loyal
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34,PayPal,annually,34,3,41,2,1,2,212,Dormant Shoppers,Hibernating & Lost
225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12,Cash,every 3 months,12,2,83,4,2,4,424,Active Regulars,Potential & Promising
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,annually,11,3,22,4,1,1,411,New Shoppers,Potential & Promising
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,monthly,5,2,74,5,2,4,524,Active Regulars,Potential & Promising
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,fortnightly,25,1,90,3,3,5,335,Loyal Buyers,Champions & Loyal
229,18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11,Credit Card,annually,11,3,79,4,1,4,414,Active Regulars,Potential & Promising
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,every 3 months,27,2,28,3,2,1,321,At Risk,Hibernating & Lost
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43,Credit Card,annually,43,3,88,1,1,5,115,High-Value At Risk,High Risk & Need Attention
232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,every 3 months,18,2,26,4,2,1,421,New Shoppers,Potential & Promising
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,bi-weekly,32,1,27,2,3,1,231,At Risk,Hibernating & Lost
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,every 3 months,27,2,83,3,2,4,324,Needs Engagement,High Risk & Need Attention
235,20,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,weekly,24,1,39,3,3,2,332,Dormant Shoppers,Hibernating & Lost
236,43,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31,Debit Card,quarterly,31,2,89,2,2,5,225,At Risk (Strong),Hibernating & Lost
237,38,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39,PayPal,fortnightly,39,1,68,2,3,3,233,Dormant Shoppers,Hibernating & Lost
238,50,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3,Yes,Store Pickup,Yes,Yes,36,Debit Card,fortnightly,36,1,90,2,3,5,235,At Risk (Strong),Hibernating & Lost
239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5,Cash,annually,5,3,34,5,1,1,511,New Shoppers,Potential & Promising
240,49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,Yes,Express,Yes,Yes,47,Credit Card,bi-weekly,47,1,51,1,3,2,132,Dormant Shoppers,Hibernating & Lost
241,47,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,fortnightly,29,1,45,3,3,2,332,Dormant Shoppers,Hibernating & Lost
242,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43,Venmo,bi-weekly,43,1,88,1,3,5,135,At Risk (Strong),Hibernating & Lost
243,55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,every 3 months,40,2,85,2,2,5,225,At Risk (Strong),Hibernating & Lost
244,25,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4,Debit Card,monthly,4,2,100,5,2,5,525,Active Regulars,Potential & Promising
245,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,weekly,39,1,42,2,3,2,232,Dormant Shoppers,Hibernating & Lost
246,49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45,Venmo,fortnightly,45,1,53,1,3,3,133,At Risk (Strong),Hibernating & Lost
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20,Venmo,bi-weekly,20,1,86,4,3,5,435,Loyal Buyers,Champions & Loyal
248,29,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14,Debit Card,weekly,14,1,66,4,3,3,433,Potential Loyal,Potential & Promising
249,47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Express,Yes,Yes,33,PayPal,weekly,33,1,100,2,3,5,235,At Risk (Strong),Hibernating & Lost
250,53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18,Credit Card,annually,18,3,47,4,1,2,412,New Shoppers,Potential & Promising
251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4,Yes,Express,Yes,Yes,9,Bank Transfer,weekly,9,1,25,5,3,1,531,Potential Loyal,Potential & Promising
252,21,Male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,Yes,Standard,Yes,Yes,34,PayPal,annually,34,3,51,2,1,2,212,Dormant Shoppers,Hibernating & Lost
253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33,Venmo,fortnightly,33,1,41,2,3,2,232,Dormant Shoppers,Hibernating & Lost
254,52,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15,Bank Transfer,bi-weekly,15,1,73,4,3,4,434,Needs Engagement,High Risk & Need Attention
255,67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4,PayPal,bi-weekly,4,1,42,5,3,2,532,Potential Loyal,Potential & Promising
256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25,Debit Card,annually,25,3,20,3,1,1,311,New Shoppers,Potential & Promising
257,58,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Yes,Express,Yes,Yes,20,Credit Card,every 3 months,20,2,30,4,2,1,421,New Shoppers,Potential & Promising
258,20,Male,Handbag,Accessories,53,West Virginia,M,Red,Summer,4.5,Yes,Express,Yes,Yes,5,Credit Card,quarterly,5,2,53,5,2,3,523,Active Regulars,Potential & Promising
259,61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16,Cash,quarterly,16,2,74,4,2,4,424,Active Regulars,Potential & Promising
260,32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13,Debit Card,annually,13,3,57,4,1,3,413,Active Regulars,Potential & Promising
261,38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,every 3 months,11,2,57,4,2,3,423,Potential Loyal,Potential & Promising
262,21,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21,Credit Card,annually,21,3,77,3,1,4,314,Active Regulars,Potential & Promising
263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Yes,Next Day Air,Yes,Yes,6,Debit Card,annually,6,3,40,5,1,2,512,New Shoppers,Potential & Promising
264,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,monthly,29,2,46,3,2,2,322,Dormant Shoppers,Hibernating & Lost
265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,annually,15,3,78,4,1,4,414,Active Regulars,Potential & Promising
266,32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,bi-weekly,17,1,59,4,3,3,433,Potential Loyal,Potential & Promising
267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Express,Yes,Yes,32,Credit Card,weekly,32,1,75,2,3,4,234,At Risk (Strong),Hibernating & Lost
268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,annually,42,3,54,1,1,3,113,High-Value At Risk,High Risk & Need Attention
269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21,Cash,monthly,21,2,42,3,2,2,322,Dormant Shoppers,Hibernating & Lost
270,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,bi-weekly,9,1,44,5,3,2,532,Potential Loyal,Potential & Promising
271,33,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,annually,16,3,52,4,1,3,413,Active Regulars,Potential & Promising
272,65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42,Credit Card,fortnightly,42,1,69,1,3,4,134,At Risk (Strong),Hibernating & Lost
273,48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,bi-weekly,37,1,26,2,3,1,231,At Risk,Hibernating & Lost
